Edamame
Tofu
Tempeh
Quinoa
Amaranth
Adzuki bean
Broad bean
Faba (Fava) bean
Bell bean
Field bean
Windsorbean
Horsebean
Tickbean
Pigeon bean
Vetch
Kidney bean
Habichuela
Snap bean
Chick pea
Bengal gram
Calvance pea
Chestnut bean
Dwarf pea
Garbanza
Garbanzo bean
Garbanzos
Gram
Gram pea
Yellow gram
Cowpea
Asparagus bean
Black eyed pea
Black eyed bean
Crowder pea
Field pea
Southern pea
Frijole
Paayap
Guar bean
Cluster bean
Hyacinth bean
Bonavist
Bataw
Lablab
Lentil
Lima bean
Butter bean
Patani
Lupin
Lupine
Sweet lupin
White lupin
Blue lupin
Yellow lupin
Andean lupin
Pearl lupin
Wild lupin
Mung bean
Mungo
Pea
Dry pea
Podded pea
Chicharo
Peanut
Groundnut
Earth nut
Mani
Runner peanut
Soybean
Tepary bean
